Train Accuracy,Validation Accuracy,Test Accuracy,Train Loss,Validation Loss,Test Loss
0.3843098116398993,0.6827287606412559,0.6806817171599367,3.831345826186249,1.639085235284101,1.643017759140161
0.508570732063118,0.7327180256446203,0.7320114209068765,2.8150360931834744,1.3496430491229041,1.351727288403957
0.5403697568264872,0.7511334627223529,0.750976812353523,2.6141985354399497,1.238559091405617,1.2381686037249988
0.5533461242316396,0.7329003258431844,0.732066246281139,2.5320057932420967,1.3345543427718916,1.3398594413158134
0.5499321881191893,0.7641749910527854,0.7634957048246901,2.549890112113064,1.1559014409709034,1.1566763728213825
0.5739550494101692,0.7773045141705506,0.7769835834666122,2.3944445314238716,1.0830235982255685,1.080496792455943
0.5851430130617985,0.7837509878462167,0.7844519065581351,2.319112387103764,1.0437826834779849,1.0401819572746038
0.5820525281243887,0.7654758285132529,0.7650999342866367,2.335685352860255,1.140664491722052,1.136630460870066
0.5811334567719828,0.7850356490420495,0.7850101214232776,2.337521086991179,1.0300739982145295,1.0260208745440134
0.5962008741438213,0.7947883776766504,0.7952580015650756,2.2387184010722447,0.9807177585877961,0.9756354889352259
0.6044549009273891,0.798494826403739,0.7983916461539211,2.1858114161887134,0.9577574571974272,0.952757339862039
0.5940105815879609,0.7836732388043003,0.7835828299573857,2.250521896864391,1.0308411991496167,1.0259171734682375
